"","Date","ID","Breed","Sex","BirthDate","Age","Weight"
"17740",2019-06-26,26,"Brahman","male",2018-12-31,178,232.8
"17741",2019-06-26,7,"Belmont Red","male",2018-11-08,231,247.56
"17742",2019-06-26,15,"Belmont Red","female",2019-01-17,161,197.96
"17743",2019-06-26,3,"Belmont Red","male",2018-09-26,274,220.76
"17744",2019-06-26,23,"Brahman","male",2018-09-17,283,229.03
"17745",2019-06-26,58,"composite","female",2018-09-11,289,237.49
"17746",2019-06-26,17,"Belmont Red","female",2019-01-29,149,185.27
"17747",2019-06-26,13,"Belmont Red","female",2019-01-08,170,208.75
"17748",2019-06-26,29,"Brahman","male",2019-01-30,148,202.43
"17749",2019-06-26,12,"Belmont Red","female",2018-12-27,182,209.1
"17750",2019-06-26,45,"composite","male",2018-12-16,193,244.84
"17751",2019-06-26,10,"Belmont Red","male",2018-12-17,192,234.6
"17752",2019-06-26,25,"Brahman","male",2018-12-27,182,238.24
"17753",2019-06-26,35,"Brahman","female",2019-01-08,170,212.64
"17754",2019-06-26,50,"composite","male",2018-12-24,185,244.84
"17755",2019-06-26,54,"composite","female",2018-09-28,272,230.69
"17756",2019-06-26,9,"Belmont Red","male",2019-01-13,165,220.98
"17757",2019-06-26,38,"Brahman","female",2018-11-07,232,222.57
"17758",2019-06-26,52,"composite","female",2018-10-07,263,223.67
"17759",2019-06-26,5,"Belmont Red","male",2018-12-02,207,238.67
"17760",2019-06-26,11,"Belmont Red","female",2018-10-24,246,221.36
"17761",2019-06-27,52,"composite","female",2018-10-07,264,225.48
"17762",2019-06-27,51,"composite","female",2018-11-17,223,215.03
"17763",2019-06-27,38,"Brahman","female",2018-11-07,233,222.57
"17764",2019-06-27,49,"composite","male",2018-12-24,186,244.84
"17765",2019-06-27,19,"Belmont Red","female",2018-11-03,237,218.68
"17766",2019-06-27,25,"Brahman","male",2018-12-27,183,238.24
"17767",2019-06-27,24,"Brahman","male",2018-09-04,297,202.68
"17768",2019-06-27,3,"Belmont Red","male",2018-09-26,275,220.76
"17769",2019-06-27,22,"Brahman","male",2018-09-26,275,224.4
"17770",2019-06-27,28,"Brahman","male",2018-12-16,194,238.24
"17771",2019-06-27,40,"Brahman","female",2018-11-15,225,221.75
"17772",2019-06-27,60,"composite","female",2018-10-27,244,218.52
"17773",2019-06-27,55,"composite","female",2018-09-26,275,231.24
"17774",2019-06-27,10,"Belmont Red","male",2018-12-17,193,234.6
"17775",2019-06-27,13,"Belmont Red","female",2019-01-08,171,208.75
"17776",2019-06-27,5,"Belmont Red","male",2018-12-02,208,238.67
"17777",2019-06-27,11,"Belmont Red","female",2018-10-24,247,223.75
"17778",2019-06-27,47,"composite","male",2019-01-29,150,211.68
"17779",2019-06-27,42,"composite","male",2018-10-31,240,245.16
"17780",2019-06-27,18,"Belmont Red","female",2018-12-12,198,209.1
"17781",2019-06-27,32,"Brahman","female",2018-12-20,190,212.99
"17782",2019-06-27,50,"composite","male",2018-12-24,186,244.84
"17783",2019-06-27,27,"Brahman","male",2018-09-22,279,225.55
"17784",2019-06-27,35,"Brahman","female",2019-01-08,171,212.64
"17785",2019-06-27,43,"composite","male",2019-01-26,153,218.51
"17786",2019-06-27,39,"Brahman","female",2018-10-20,251,227.63
"17787",2019-06-27,16,"Belmont Red","female",2018-10-17,254,223.75
"17788",2019-06-27,31,"Brahman","female",2018-09-11,290,221.7
"17789",2019-06-27,58,"composite","female",2018-09-11,290,237.49
"17790",2019-06-27,9,"Belmont Red","male",2019-01-13,166,220.98
"17791",2019-06-27,30,"Brahman","male",2018-12-11,199,239.19
"17792",2019-06-27,36,"Brahman","female",2018-12-14,196,212.99
"17793",2019-06-27,20,"Belmont Red","female",2019-01-05,174,209.1
"17794",2019-06-27,8,"Belmont Red","male",2018-11-05,235,247.56
"17795",2019-06-27,15,"Belmont Red","female",2019-01-17,162,197.96
"17796",2019-06-27,33,"Brahman","female",2018-11-17,223,221.75
"17797",2019-06-27,37,"Brahman","female",2019-01-03,176,212.99
"17798",2019-06-27,29,"Brahman","male",2019-01-30,149,204.59
"17799",2019-06-27,48,"composite","male",2019-01-25,154,220.6
"17800",2019-06-27,44,"composite","male",2019-01-04,175,239.4
"17801",2019-06-27,23,"Brahman","male",2018-09-17,284,229.03
"17802",2019-06-27,1,"Belmont Red","male",2018-12-28,182,234.6
"17803",2019-06-27,57,"composite","female",2018-09-12,289,237.49
"17804",2019-06-27,21,"Brahman","male",2018-09-18,283,229.03
"17805",2019-06-27,6,"Belmont Red","male",2019-01-15,164,215.53
"17806",2019-06-27,54,"composite","female",2018-09-28,273,230.69
"17807",2019-06-27,26,"Brahman","male",2018-12-31,179,238.24
"17808",2019-06-27,46,"composite","male",2018-11-25,215,244.84
"17809",2019-06-27,2,"Belmont Red","male",2018-10-22,249,248
"17810",2019-06-27,7,"Belmont Red","male",2018-11-08,232,247.56
"17811",2019-06-27,45,"composite","male",2018-12-16,194,244.84
"17812",2019-06-27,59,"composite","female",2018-11-14,226,215.03
"17813",2019-06-27,41,"composite","male",2019-01-24,155,220.6
"17814",2019-06-27,17,"Belmont Red","female",2019-01-29,150,185.27
"17815",2019-06-27,4,"Belmont Red","male",2018-10-24,247,248
"17816",2019-06-27,34,"Brahman","female",2018-09-26,275,234.89
"17817",2019-06-27,53,"composite","female",2018-10-09,262,223.15
"17818",2019-06-27,12,"Belmont Red","female",2018-12-27,183,209.1
"17819",2019-06-27,56,"composite","female",2018-09-11,290,237.49
"17820",2019-06-27,14,"Belmont Red","female",2018-09-05,296,217.81
"17821",2019-06-28,20,"Belmont Red","female",2019-01-05,175,209.1
"17822",2019-06-28,32,"Brahman","female",2018-12-20,191,212.99
"17823",2019-06-28,28,"Brahman","male",2018-12-16,195,238.24
"17824",2019-06-28,2,"Belmont Red","male",2018-10-22,250,248
"17825",2019-06-28,58,"composite","female",2018-09-11,291,237.49
"17826",2019-06-28,5,"Belmont Red","male",2018-12-02,209,238.67
"17827",2019-06-28,1,"Belmont Red","male",2018-12-28,183,234.6
"17828",2019-06-28,55,"composite","female",2018-09-26,276,231.24
"17829",2019-06-28,56,"composite","female",2018-09-11,291,237.49
"17830",2019-06-28,7,"Belmont Red","male",2018-11-08,233,247.56
"17831",2019-06-28,46,"composite","male",2018-11-25,216,244.84
"17832",2019-06-28,37,"Brahman","female",2019-01-03,177,212.99
"17833",2019-06-28,24,"Brahman","male",2018-09-04,298,203.08
"17834",2019-06-28,52,"composite","female",2018-10-07,265,225.48
"17835",2019-06-28,49,"composite","male",2018-12-24,187,244.84
"17836",2019-06-28,3,"Belmont Red","male",2018-09-26,276,220.76
"17837",2019-06-28,39,"Brahman","female",2018-10-20,252,227.63
"17838",2019-06-28,41,"composite","male",2019-01-24,156,220.11
"17839",2019-06-28,22,"Brahman","male",2018-09-26,276,224.4
"17840",2019-06-28,44,"composite","male",2019-01-04,176,239.4
"17841",2019-06-28,42,"composite","male",2018-10-31,241,245.16
"17842",2019-06-28,13,"Belmont Red","female",2019-01-08,172,209.1
"17843",2019-06-28,29,"Brahman","male",2019-01-30,150,204.59
"17844",2019-06-28,43,"composite","male",2019-01-26,154,220.6
"17845",2019-06-28,11,"Belmont Red","female",2018-10-24,248,223.75
"17846",2019-06-28,14,"Belmont Red","female",2018-09-05,297,217.81
"17847",2019-06-28,26,"Brahman","male",2018-12-31,180,238.24
"17848",2019-06-28,8,"Belmont Red","male",2018-11-05,236,247.56
"17849",2019-06-28,19,"Belmont Red","female",2018-11-03,238,218.68
"17850",2019-06-28,6,"Belmont Red","male",2019-01-15,165,220.98
"17851",2019-06-28,9,"Belmont Red","male",2019-01-13,167,222.79
"17852",2019-06-28,48,"composite","male",2019-01-25,155,220.6
"17853",2019-06-28,15,"Belmont Red","female",2019-01-17,163,197.96
"17854",2019-06-28,4,"Belmont Red","male",2018-10-24,248,248
"17855",2019-06-28,45,"composite","male",2018-12-16,195,244.84
"17856",2019-06-28,31,"Brahman","female",2018-09-11,291,221.7
"17857",2019-06-28,51,"composite","female",2018-11-17,224,215.03
"17858",2019-06-28,23,"Brahman","male",2018-09-17,285,212.01
"17859",2019-06-28,17,"Belmont Red","female",2019-01-29,151,192.05
"17860",2019-06-28,47,"composite","male",2019-01-29,151,214.49
"17861",2019-06-28,21,"Brahman","male",2018-09-18,284,229.03
"17862",2019-06-28,59,"composite","female",2018-11-14,227,215.03
"17863",2019-06-28,33,"Brahman","female",2018-11-17,224,221.75
"17864",2019-06-28,10,"Belmont Red","male",2018-12-17,194,234.6
"17865",2019-06-28,27,"Brahman","male",2018-09-22,280,227.29
"17866",2019-06-28,60,"composite","female",2018-10-27,245,218.52
"17867",2019-06-28,18,"Belmont Red","female",2018-12-12,199,209.1
"17868",2019-06-28,34,"Brahman","female",2018-09-26,276,234.89
"17869",2019-06-28,40,"Brahman","female",2018-11-15,226,221.75
"17870",2019-06-28,57,"composite","female",2018-09-12,290,237.49
"17871",2019-06-28,25,"Brahman","male",2018-12-27,184,238.24
"17872",2019-06-28,12,"Belmont Red","female",2018-12-27,184,209.1
"17873",2019-06-28,53,"composite","female",2018-10-09,263,223.67
"17874",2019-06-28,35,"Brahman","female",2019-01-08,172,212.99
"17875",2019-06-28,54,"composite","female",2018-09-28,274,230.69
"17876",2019-06-28,36,"Brahman","female",2018-12-14,197,212.99
"17877",2019-06-28,38,"Brahman","female",2018-11-07,234,222.57
"17878",2019-06-28,50,"composite","male",2018-12-24,187,244.84
"17879",2019-06-28,16,"Belmont Red","female",2018-10-17,255,223.75
"17880",2019-06-28,30,"Brahman","male",2018-12-11,200,239.19
"17881",2019-06-29,26,"Brahman","male",2018-12-31,181,238.24
"17882",2019-06-29,18,"Belmont Red","female",2018-12-12,200,209.1
"17883",2019-06-29,49,"composite","male",2018-12-24,188,244.84
"17884",2019-06-29,47,"composite","male",2019-01-29,152,218.51
"17885",2019-06-29,7,"Belmont Red","male",2018-11-08,234,247.56
"17886",2019-06-29,25,"Brahman","male",2018-12-27,185,238.24
"17887",2019-06-29,42,"composite","male",2018-10-31,242,245.16
"17888",2019-06-29,15,"Belmont Red","female",2019-01-17,164,197.96
"17889",2019-06-29,6,"Belmont Red","male",2019-01-15,166,220.98
"17890",2019-06-29,43,"composite","male",2019-01-26,155,220.6
"17891",2019-06-29,13,"Belmont Red","female",2019-01-08,173,209.1
"17892",2019-06-29,11,"Belmont Red","female",2018-10-24,249,223.75
"17893",2019-06-29,55,"composite","female",2018-09-26,277,232.39
"17894",2019-06-29,45,"composite","male",2018-12-16,196,244.84
"17895",2019-06-29,50,"composite","male",2018-12-24,188,244.84
"17896",2019-06-29,46,"composite","male",2018-11-25,217,244.84
"17897",2019-06-29,12,"Belmont Red","female",2018-12-27,185,209.1
"17898",2019-06-29,34,"Brahman","female",2018-09-26,277,236.04
"17899",2019-06-29,2,"Belmont Red","male",2018-10-22,251,248
"17900",2019-06-29,30,"Brahman","male",2018-12-11,201,239.19
"17901",2019-06-29,33,"Brahman","female",2018-11-17,225,221.75
"17902",2019-06-29,9,"Belmont Red","male",2019-01-13,168,222.79
"17903",2019-06-29,14,"Belmont Red","female",2018-09-05,298,218.21
"17904",2019-06-29,51,"composite","female",2018-11-17,225,215.03
"17905",2019-06-29,53,"composite","female",2018-10-09,264,225.48
"17906",2019-06-29,21,"Brahman","male",2018-09-18,285,212.01
"17907",2019-06-29,3,"Belmont Red","male",2018-09-26,277,221.91
"17908",2019-06-29,54,"composite","female",2018-09-28,275,231.24
"17909",2019-06-29,1,"Belmont Red","male",2018-12-28,184,234.6
"17910",2019-06-29,44,"composite","male",2019-01-04,177,239.4
"17911",2019-06-29,40,"Brahman","female",2018-11-15,227,221.75
"17912",2019-06-29,5,"Belmont Red","male",2018-12-02,210,238.67
"17913",2019-06-29,41,"composite","male",2019-01-24,157,220.11
"17914",2019-06-29,24,"Brahman","male",2018-09-04,299,199.81
"17915",2019-06-29,58,"composite","female",2018-09-11,292,237.49
"17916",2019-06-29,17,"Belmont Red","female",2019-01-29,152,193.31
"17917",2019-06-29,56,"composite","female",2018-09-11,292,237.49
"17918",2019-06-29,60,"composite","female",2018-10-27,246,218.52
"17919",2019-06-29,35,"Brahman","female",2019-01-08,173,212.99
"17920",2019-06-29,23,"Brahman","male",2018-09-17,286,202.09
"17921",2019-06-29,22,"Brahman","male",2018-09-26,277,225.55
"17922",2019-06-29,29,"Brahman","male",2019-01-30,151,207.4
"17923",2019-06-29,36,"Brahman","female",2018-12-14,198,212.99
"17924",2019-06-29,20,"Belmont Red","female",2019-01-05,176,209.1
"17925",2019-06-29,37,"Brahman","female",2019-01-03,178,212.99
"17926",2019-06-29,4,"Belmont Red","male",2018-10-24,249,248
"17927",2019-06-29,8,"Belmont Red","male",2018-11-05,237,247.56
"17928",2019-06-29,31,"Brahman","female",2018-09-11,292,221.7
"17929",2019-06-29,59,"composite","female",2018-11-14,228,215.03
"17930",2019-06-29,57,"composite","female",2018-09-12,291,237.49
"17931",2019-06-29,52,"composite","female",2018-10-07,266,227.8
"17932",2019-06-29,48,"composite","male",2019-01-25,156,220.11
"17933",2019-06-29,10,"Belmont Red","male",2018-12-17,195,234.6
"17934",2019-06-29,19,"Belmont Red","female",2018-11-03,239,218.68
"17935",2019-06-29,28,"Brahman","male",2018-12-16,196,238.24
"17936",2019-06-29,27,"Brahman","male",2018-09-22,281,229.03
"17937",2019-06-29,32,"Brahman","female",2018-12-20,192,212.99
"17938",2019-06-29,39,"Brahman","female",2018-10-20,253,227.63
"17939",2019-06-29,16,"Belmont Red","female",2018-10-17,256,223.75
"17940",2019-06-29,38,"Brahman","female",2018-11-07,235,222.57
"17941",2019-06-30,12,"Belmont Red","female",2018-12-27,186,209.1
"17942",2019-06-30,48,"composite","male",2019-01-25,157,220.11
"17943",2019-06-30,50,"composite","male",2018-12-24,189,244.84
"17944",2019-06-30,37,"Brahman","female",2019-01-03,179,212.99
"17945",2019-06-30,59,"composite","female",2018-11-14,229,215.03
"17946",2019-06-30,49,"composite","male",2018-12-24,189,244.84
"17947",2019-06-30,32,"Brahman","female",2018-12-20,193,212.99
"17948",2019-06-30,52,"composite","female",2018-10-07,267,227.8
"17949",2019-06-30,41,"composite","male",2019-01-24,158,220.11
"17950",2019-06-30,42,"composite","male",2018-10-31,243,245.59
"17951",2019-06-30,57,"composite","female",2018-09-12,292,237.49
"17952",2019-06-30,54,"composite","female",2018-09-28,276,231.24
"17953",2019-06-30,40,"Brahman","female",2018-11-15,228,221.75
"17954",2019-06-30,26,"Brahman","male",2018-12-31,182,238.24
"17955",2019-06-30,56,"composite","female",2018-09-11,293,237.49
"17956",2019-06-30,29,"Brahman","male",2019-01-30,152,211.42
"17957",2019-06-30,53,"composite","female",2018-10-09,265,225.48
"17958",2019-06-30,44,"composite","male",2019-01-04,178,239.4
"17959",2019-06-30,35,"Brahman","female",2019-01-08,174,212.99
"17960",2019-06-30,58,"composite","female",2018-09-11,293,237.49
"17961",2019-06-30,19,"Belmont Red","female",2018-11-03,240,218.68
"17962",2019-06-30,22,"Brahman","male",2018-09-26,278,225.55
"17963",2019-06-30,43,"composite","male",2019-01-26,156,220.11
"17964",2019-06-30,45,"composite","male",2018-12-16,197,244.84
"17965",2019-06-30,18,"Belmont Red","female",2018-12-12,201,209.1
"17966",2019-06-30,51,"composite","female",2018-11-17,226,215.03
"17967",2019-06-30,60,"composite","female",2018-10-27,247,221.34
"17968",2019-06-30,7,"Belmont Red","male",2018-11-08,235,247.56
"17969",2019-06-30,31,"Brahman","female",2018-09-11,293,221.7
"17970",2019-06-30,8,"Belmont Red","male",2018-11-05,238,247.56
"17971",2019-06-30,46,"composite","male",2018-11-25,218,244.84
"17972",2019-06-30,28,"Brahman","male",2018-12-16,197,238.24
"17973",2019-06-30,3,"Belmont Red","male",2018-09-26,278,221.91
"17974",2019-06-30,13,"Belmont Red","female",2019-01-08,174,209.1
"17975",2019-06-30,25,"Brahman","male",2018-12-27,186,238.24
"17976",2019-06-30,11,"Belmont Red","female",2018-10-24,250,223.75
"17977",2019-06-30,5,"Belmont Red","male",2018-12-02,211,238.67
"17978",2019-06-30,33,"Brahman","female",2018-11-17,226,221.75
"17979",2019-06-30,14,"Belmont Red","female",2018-09-05,299,218.08
"17980",2019-06-30,10,"Belmont Red","male",2018-12-17,196,234.6
"17981",2019-06-30,20,"Belmont Red","female",2019-01-05,177,209.1
"17982",2019-06-30,1,"Belmont Red","male",2018-12-28,185,234.6
"17983",2019-06-30,9,"Belmont Red","male",2019-01-13,169,222.77
"17984",2019-06-30,47,"composite","male",2019-01-29,153,218.51
"17985",2019-06-30,39,"Brahman","female",2018-10-20,254,227.63
"17986",2019-06-30,34,"Brahman","female",2018-09-26,278,236.04
"17987",2019-06-30,38,"Brahman","female",2018-11-07,236,222.57
"17988",2019-06-30,23,"Brahman","male",2018-09-17,287,202.09
"17989",2019-06-30,36,"Brahman","female",2018-12-14,199,212.99
"17990",2019-06-30,2,"Belmont Red","male",2018-10-22,252,239.12
"17991",2019-06-30,15,"Belmont Red","female",2019-01-17,165,202.98
"17992",2019-06-30,4,"Belmont Red","male",2018-10-24,250,248
"17993",2019-06-30,17,"Belmont Red","female",2019-01-29,153,193.31
"17994",2019-06-30,30,"Brahman","male",2018-12-11,202,239.19
"17995",2019-06-30,55,"composite","female",2018-09-26,278,232.39
"17996",2019-06-30,24,"Brahman","male",2018-09-04,300,199.81
"17997",2019-06-30,27,"Brahman","male",2018-09-22,282,229.03
"17998",2019-06-30,21,"Brahman","male",2018-09-18,286,202.09
"17999",2019-06-30,6,"Belmont Red","male",2019-01-15,167,222.79
"18000",2019-06-30,16,"Belmont Red","female",2018-10-17,257,223.75
"18001",2019-07-01,7,"Belmont Red","male",2018-11-08,236,234.55
"18002",2019-07-01,54,"composite","female",2018-09-28,277,223.44
"18003",2019-07-01,53,"composite","female",2018-10-09,266,219.12
"18004",2019-07-01,42,"composite","male",2018-10-31,244,236.95
"18005",2019-07-01,10,"Belmont Red","male",2018-12-17,197,222.86
"18006",2019-07-01,30,"Brahman","male",2018-12-11,203,230.88
"18007",2019-07-01,57,"composite","female",2018-09-12,293,227.88
"18008",2019-07-01,33,"Brahman","female",2018-11-17,227,213.04
"18009",2019-07-01,25,"Brahman","male",2018-12-27,187,227.76
"18010",2019-07-01,51,"composite","female",2018-11-17,227,210.36
"18011",2019-07-01,27,"Brahman","male",2018-09-22,283,213.03
"18012",2019-07-01,36,"Brahman","female",2018-12-14,200,204.27
"18013",2019-07-01,22,"Brahman","male",2018-09-26,279,211.13
"18014",2019-07-01,60,"composite","female",2018-10-27,248,213.98
"18015",2019-07-01,14,"Belmont Red","female",2018-09-05,300,200.68
"18016",2019-07-01,35,"Brahman","female",2019-01-08,175,204.27
"18017",2019-07-01,50,"composite","male",2018-12-24,190,237.66
"18018",2019-07-01,21,"Brahman","male",2018-09-18,287,186.1
"18019",2019-07-01,55,"composite","female",2018-09-26,279,223.44
"18020",2019-07-01,46,"composite","male",2018-11-25,219,237.66
"18021",2019-07-01,15,"Belmont Red","female",2019-01-17,166,193.01
"18022",2019-07-01,17,"Belmont Red","female",2019-01-29,154,183.34
"18023",2019-07-01,58,"composite","female",2018-09-11,294,227.88
"18024",2019-07-01,52,"composite","female",2018-10-07,268,219.12
"18025",2019-07-01,56,"composite","female",2018-09-11,294,227.88
"18026",2019-07-01,19,"Belmont Red","female",2018-11-03,241,205.18
"18027",2019-07-01,20,"Belmont Red","female",2019-01-05,178,199.13
"18028",2019-07-01,45,"composite","male",2018-12-16,198,237.66
"18029",2019-07-01,34,"Brahman","female",2018-09-26,279,220.82
"18030",2019-07-01,47,"composite","male",2019-01-29,154,213.43
"18031",2019-07-01,41,"composite","male",2019-01-24,159,218.59
"18032",2019-07-01,59,"composite","female",2018-11-14,230,210.36
"18033",2019-07-01,2,"Belmont Red","male",2018-10-22,253,222.47
"18034",2019-07-01,48,"composite","male",2019-01-25,158,212.93
"18035",2019-07-01,5,"Belmont Red","male",2018-12-02,212,225.98
